class,u,g,r,i,z,redshift,ra,dec,cluster
STAR,16.73387,16.3983,16.69784,17.23726,17.22964,6.76e-05,204.31470537416092,9.689564856208236,0
GALAXY,18.4152,17.06829,16.28968,15.90045,15.56252,0.127209,248.20738888941565,41.52723918531953,0
GALAXY,18.77066,17.4621,16.75475,16.31569,16.04499,0.08425979,288.2112116792698,-82.37970973755142,0
GALAXY,19.0783,17.99835,17.39878,17.12562,16.75967,0.1269785,72.05408792813164,-87.98412505397326,0
GALAXY,18.03967,16.1277,15.22855,14.84962,14.42671,0.05494982,60.293729613265114,-7.547950966879569,0
STAR,18.41071,17.1647,16.74161,16.80169,16.53306,-2.56e-05,37.64442252038409,-66.26940879536744,0
STAR,19.45115,18.60585,18.35854,18.48253,18.20094,-0.000303353,229.1148898357092,29.581972463648597,0
GALAXY,18.15195,16.394,15.53177,15.15704,14.77832,0.0549181,254.33126153528443,-51.47055787906184,0
GALAXY,19.47202,19.2716,19.39471,19.01953,19.35224,0.1058703,11.371012137231132,-12.086800776779228,0
STAR,19.30436,18.36224,18.27722,17.95377,17.82088,0.00040368,337.0364086477283,-54.419231362631585,0
GALAXY,18.5671,16.76936,15.97849,15.4581,15.0655,0.05506185,18.70966211453007,8.72704543484241,0
STAR,18.31808,16.92567,16.06912,15.93639,15.61566,4.41e-05,194.86668070838536,-69.1103773107776,0
STAR,19.08571,18.10841,17.60716,17.2395,17.05445,0.000414178,255.2617870023299,-85.84076649825356,0
STAR,18.80687,17.59052,16.99104,16.68833,16.40488,0.000479189,313.5488845485908,-80.7963051407945,0
STAR,19.06073,17.3856,16.35453,16.25618,15.96754,-6.62e-05,257.071295567674,81.76651947275579,0
GALAXY,19.52861,17.69474,16.79898,16.2515,15.88424,0.1368902,288.62210990512506,-64.38848065003155,0
GALAXY,17.96697,16.23968,15.39551,14.88264,14.51203,0.05255749,122.20206931541018,37.526085564630336,0
QSO,19.55666,19.50379,19.18158,19.10172,19.20013,1.287488,293.3370409487444,-77.77328323989127,0
GALAXY,18.91312,17.68974,17.08591,16.72127,16.4757,0.052235,28.841344698483052,-70.53113659766721,0
GALAXY,17.60647,15.89232,15.03875,14.59622,14.27452,0.05047373,322.13399618178994,1.5977252536802382,0
QSO,18.8744,17.72035,16.84579,16.36815,16.08838,0.1582861,197.13325541534505,-6.323232572218146,0
STAR,18.49873,17.64373,17.32759,17.19038,17.18332,8.08e-05,294.22719718649773,81.28445569917653,0
GALAXY,19.39956,17.76706,16.83544,16.39579,16.07255,0.1029651,162.83458242658804,80.07038154373274,0
GALAXY,19.48226,18.36842,17.7566,17.33025,17.10299,0.07327983,231.687970270749,50.32955565764371,0
STAR,19.47256,18.30432,17.65153,17.20574,16.88562,-0.00012839,189.50495793700077,18.37832942292296,0
GALAXY,19.00153,17.99588,17.60085,17.30619,17.22283,0.05002216,263.3722278319195,-8.107142869258013,0
QSO,18.99936,18.89125,18.90796,18.69446,18.73692,1.809132,29.38679353101225,-25.887863820884206,0
STAR,18.97083,18.15015,17.81519,17.70127,17.65623,0.000152504,21.726750236602967,80.47575845559999,0
GALAXY,18.8587,17.63261,16.96923,16.58288,16.35598,0.07288828,88.95716424365273,18.523586056443406,0
GALAXY,18.85176,17.59372,16.97579,16.58987,16.36996,0.0729069,57.4360848407478,14.233054983479008,0
GALAXY,18.90537,17.86161,17.4994,17.26539,17.14336,0.03012766,313.8420839731926,-48.257798081595325,0
GALAXY,19.38707,18.26975,17.67073,17.28023,17.10728,0.1370553,78.91703544889596,-81.59439278067964,0
GALAXY,18.27912,16.37875,15.35701,14.80037,14.34727,0.05517036,351.3114920948873,80.13394435671799,0
GALAXY,18.25967,16.41664,15.4757,14.97828,14.58763,0.07253711,121.28248503759846,-33.5276534079623,0
GALAXY,19.13404,17.36423,16.46231,15.99011,15.66199,0.07297799,65.56244964793174,-10.333975801597433,0
GALAXY,18.55044,16.67768,15.75496,15.32014,14.97621,0.07949858,284.29146257129247,-69.36481015457277,0
GALAXY,19.39311,18.31761,17.80091,17.48605,17.40036,0.1424396,237.1347991803154,60.64637938367255,0
QSO,19.33464,19.00286,18.86361,18.91704,18.79409,0.8080961,179.35045792313002,-85.02627008593248,0
QSO,19.2166,18.86027,18.88234,19.00352,18.9063,0.809414,199.93087833754728,60.11833717783736,0
GALAXY,19.04049,17.95826,17.31968,16.92717,16.73017,0.08313201,258.91264017801495,-64.74869769816598,0
GALAXY,19.43227,17.52265,16.5008,16.02334,15.66777,0.1315266,82.24370687926753,69.58154027360737,0
GALAXY,18.79135,16.81514,15.87566,15.4348,15.0958,0.08273616,358.6802097804271,41.35907472050832,0
STAR,19.48598,18.56854,18.28275,18.16727,18.15611,0.00015543,350.9255383728419,-60.35935274868508,0
GALAXY,19.44621,17.7462,16.84758,16.40508,16.04844,0.08438914,234.1172470848973,11.84723871470426,0
STAR,18.42507,16.71873,16.02575,15.96535,15.67761,-0.000165496,71.83528233449225,-33.7218634160605,0
STAR,17.84543,16.53516,16.44094,16.44811,16.44713,-6.6e-05,244.8821672752649,-57.91804219591498,0
GALAXY,19.52789,17.57775,16.63182,16.19422,15.83456,0.05830718,25.991427232503305,64.65279589399952,0
STAR,19.50715,18.0246,17.40697,17.1844,17.0395,-0.000473392,11.034900794090184,-17.365902028698713,0
GALAXY,18.58974,16.99068,16.2275,15.77609,15.43725,0.05920999,92.76583986403692,-18.26213141423115,0
GALAXY,18.41596,17.23816,16.75388,16.45004,16.2776,0.05833568,166.54426442615386,-59.4203985348084,0
GALAXY,17.15324,15.80188,15.18173,14.80921,14.53041,0.04401696,312.578101947017,-21.04817830455984,0
GALAXY,18.7,16.82385,15.92553,15.50614,15.18773,0.05802495,261.7808651158709,66.89103233919303,0
STAR,17.28729,16.04997,15.96018,15.99582,16.04962,0.000256576,267.37434763199315,-24.63683211186553,0
GALAXY,19.38855,17.40104,16.48235,16.07033,15.70809,0.04392764,153.17760040130713,81.28864124996184,0
GALAXY,19.28966,18.25311,17.57343,17.18205,16.90248,0.1636657,124.53659731690664,80.33560185750974,0
GALAXY,19.44665,18.37631,17.86821,17.46901,17.20613,0.08857036,133.573954674457,-63.91824132467771,0
STAR,18.93357,16.99811,16.28914,16.05847,15.93387,-8.19e-05,355.55384294498083,-58.08397436592392,0
STAR,19.50037,18.48351,18.22823,18.1204,18.08995,-0.000312555,14.439308908493691,65.28133265974006,0
STAR,18.23962,17.11235,16.66226,16.49823,16.42446,0.000192762,312.13133860408146,-19.30303459355055,0
STAR,19.49442,18.51838,18.12218,17.94275,17.87964,0.000620703,208.3231470860616,-89.21268318905832,0
STAR,18.61143,17.29429,16.78116,16.58647,16.51054,-0.000120289,157.90155090825257,-40.70307245303322,0
GALAXY,19.16841,17.48896,16.59825,16.13669,15.81549,0.1269674,261.09275774944916,17.573218775200786,0
STAR,19.095,17.9404,17.52209,17.35552,17.30889,0.000128715,175.20081891289303,53.867873872794235,0
GALAXY,18.96146,17.43685,16.61513,16.19177,15.86035,0.1256537,314.4323657093978,-65.99004892321328,0
GALAXY,19.5148,18.09737,17.24295,16.76161,16.44787,0.0809674,324.25267104405305,-70.10255440498764,0
STAR,17.09773,16.20094,15.91587,15.80051,15.77086,-6.2e-05,151.81953367444396,75.97667764301968,0
STAR,18.97022,18.0763,17.8006,17.6889,17.66987,8.18e-05,99.65800700461855,45.20670620806487,0
GALAXY,17.02505,15.07137,14.19486,13.78339,13.48647,0.0677539,213.2461182936104,16.16032814005412,0
GALAXY,18.284,16.33137,15.45633,15.04551,14.73886,0.06791998,328.45080442200873,48.453622199267045,0
GALAXY,19.31261,17.88058,17.26752,16.90013,16.60612,0.06856868,75.83838804203997,-12.80621496480508,0
GALAXY,18.7747,17.5781,17.0159,16.62524,16.40615,0.06841835,224.2679700828538,46.52203451564279,0
GALAXY,18.81176,17.70109,17.21091,16.85382,16.69174,0.08083197,227.3616792333074,-23.07546157058357,0
GALAXY,19.31974,18.14426,17.5869,17.20954,17.02515,0.1366228,263.9206880695011,-46.06297695133158,0
STAR,17.32767,16.45438,16.16633,16.04772,16.0199,0.000136966,47.36436664581353,41.22241583273435,0
QSO,19.49343,19.0698,18.38652,18.1938,17.66139,0.3304223,257.69698728555187,-14.458987411691709,0
GALAXY,19.07196,18.45543,18.35793,18.3579,18.2889,0.02091426,327.25170743963076,86.64787877871507,0
STAR,19.21652,18.21712,18.10463,18.09112,18.10493,0.000698264,64.6859191932871,-27.092667184541824,0
GALAXY,19.50927,18.12367,17.45484,17.01846,16.75716,0.07959896,85.51559697259594,75.91093569559186,0
STAR,19.54064,18.37588,18.40803,18.46017,18.51913,-0.000136213,349.70223385499025,77.93325874207432,0
GALAXY,19.58406,17.62415,16.62596,16.1671,15.74457,0.08232366,65.15170297541631,-46.4664695283457,0
GALAXY,19.09258,18.01324,17.54988,17.19303,17.02545,0.09191523,307.5786336130485,53.67981268584239,0
QSO,19.08596,19.07237,19.08728,18.89943,18.84052,1.914007,177.22002832129252,-12.046589073978282,0
GALAXY,19.18453,18.11502,17.76603,17.48013,17.41267,0.0835517,89.00318678514374,75.15445090146264,0
GALAXY,19.12541,17.86209,17.32662,16.98217,16.81734,0.08979361,313.46996445810413,-8.97763092565701,0
GALAXY,19.53066,17.6087,16.74273,16.33952,16.04812,0.0895499,160.30989180095958,43.974669120725906,0
STAR,19.2253,18.33735,18.1373,18.01203,18.00079,-2.24e-05,185.3342474146885,-5.945866350516383,0
STAR,17.50199,16.51457,16.38553,16.3608,16.3917,0.000262106,129.32401298391565,-48.995863971685885,0
STAR,17.59857,16.60174,16.56716,16.57754,16.63713,6.29e-05,213.46230651657388,-54.11697678995647,0
GALAXY,19.34187,17.26272,16.29639,15.86164,15.56006,0.09070113,58.868594130608194,-13.422385033857791,0
GALAXY,18.70885,16.77277,15.8551,15.41105,15.08377,0.0913142,140.78935319463386,45.989038262558694,0
STAR,16.5718,15.64367,15.33654,15.22739,15.20843,-6.21e-05,348.9884360407035,18.912867332538028,0
STAR,19.06599,17.92032,17.41504,17.18325,17.06621,0.000210615,92.92803577240592,33.95327218209779,0
STAR,18.48222,17.49325,17.08255,16.89532,16.82697,0.000241502,236.4251992348652,-39.18125686825036,0
STAR,17.13654,16.03048,15.62024,15.47803,15.39691,3.04e-05,117.06842312089016,-3.34163772763101,0
STAR,19.40716,17.78006,16.91992,16.72598,16.48121,-0.000251273,278.45032524717624,-82.00885230552115,0
STAR,17.33077,16.34117,15.90429,15.72185,15.63862,-0.000263366,47.114517858605936,57.155834872461725,0
GALAXY,18.43803,17.08073,16.50616,16.17469,15.96114,0.04064452,349.1355762282761,88.18058920317745,0
STAR,19.5495,18.2529,18.31471,18.40305,18.45414,-0.000446146,163.36423489811014,-16.761768727559243,0
STAR,19.48856,18.49235,17.13396,17.68793,17.43866,3.68e-05,84.97816680472702,-88.0265424363222,0
GALAXY,19.26589,18.15041,17.8896,17.74546,17.71285,0.02251297,26.458829038804556,-59.43732488082948,0
GALAXY,16.87993,16.60884,16.604,16.73685,16.66611,0.005289246,61.11284583151467,27.45483799507539,0
GALAXY,17.37293,16.67231,16.44412,16.50912,16.48517,0.005270182,187.11862148016635,20.174277276694653,0
STAR,17.89899,16.67984,16.2214,16.03861,15.96606,-0.00012438,121.32114351526307,51.8156495253979,0
STAR,18.90936,17.97646,17.71487,17.5854,17.57275,-0.000226742,298.3980117177394,-44.300878027007734,0
GALAXY,18.99492,17.79404,17.16438,16.80595,16.59802,0.0969395,155.11950851825014,47.45374479848414,0
STAR,19.34161,18.36409,18.35733,17.93534,17.87378,0.000268531,89.53713813154677,33.837123874260556,0
GALAXY,17.60564,15.6884,14.79852,14.34542,14.01396,0.04017343,222.1721951774508,-31.893390411508207,0
GALAXY,19.15754,17.41416,16.56482,16.18512,15.89214,0.04040727,254.4397980787605,8.187866650253156,0
STAR,18.6517,17.42096,16.94758,16.77098,16.68664,0.00028151,60.13508684434195,-63.49071447030119,0
STAR,19.079,17.9182,17.45819,17.26698,17.19474,1.23e-05,60.342917863794355,-8.538389381595124,0
QSO,18.96363,18.67637,18.47234,18.41949,17.96547,0.3698131,13.201713696075467,68.61552112001536,0
GALAXY,17.70096,15.78726,14.89818,14.48576,14.14392,0.03511012,265.1047254236306,-14.18555163142966,0
STAR,19.38032,19.1054,18.53906,17.78223,17.28659,-5.96e-05,238.96962994384984,61.12200716557595,0
GALAXY,19.33928,17.86101,17.04922,16.61506,16.28878,0.09219278,170.867115269933,16.245605746745,0
GALAXY,18.82345,17.2439,16.36413,15.88445,15.51134,0.07223801,303.901361628911,-55.462191641575785,0
GALAXY,19.26516,17.99321,17.47414,17.14265,16.93251,0.06389839,290.04125506201916,14.599124045621352,0
GALAXY,18.89091,17.70877,17.08739,16.63596,16.4144,0.078319,210.7275711828308,1.07699924827142,0
STAR,19.18798,18.13364,17.75528,17.61068,17.55723,-6.89e-05,312.5776609847731,-18.24455966465088,0
GALAXY,19.11118,17.97169,17.52744,17.27083,17.17729,0.0352582,74.10283561323656,-68.46652088710734,0
GALAXY,19.42328,17.38028,16.37687,15.93596,15.58416,0.09004497,40.29106298318204,-14.992440507498628,0
GALAXY,19.20103,17.75733,16.96925,16.56822,16.26453,0.09493727,97.10986014611626,-76.90277227686713,0
GALAXY,18.73026,17.37945,16.62684,16.22299,15.92939,0.09548915,20.551268192153348,-72.22157074822478,0
GALAXY,19.24236,18.18596,17.61742,17.20611,17.01726,0.05858022,191.22103008037152,-15.135024072111122,0
GALAXY,19.5403,17.54965,16.58414,16.16101,15.81551,0.09463031,337.17804922618615,-35.031333245676535,0
GALAXY,19.06376,17.60402,16.85892,16.4708,16.21223,0.0879248,14.163674640663473,76.59797865520022,0
GALAXY,18.17485,16.16745,15.19847,14.7566,14.40484,0.07252388,43.95956904360965,-22.3729550315513,0
GALAXY,18.33101,16.86031,16.08617,15.68345,15.38158,0.07254209,162.7916501820367,46.41446197297802,0
STAR,19.05,17.5862,16.81732,16.80353,16.68037,-0.000394693,336.19500631004576,5.444554745923696,0
GALAXY,19.44932,18.11353,17.47403,17.06372,16.78604,0.04933764,113.8161977916302,36.73542035562038,0
GALAXY,19.35118,17.48843,16.39488,15.94884,15.59169,0.1380527,182.60453112782128,-43.179123057228146,0
GALAXY,19.43566,17.51004,16.51138,16.06897,15.69386,0.09167954,14.966229258141157,79.54289511089922,0
GALAXY,18.68642,17.16112,16.17371,15.71859,15.34876,0.1373313,53.40355234635199,5.4159294445963155,0
STAR,18.61315,17.45258,16.97596,16.78189,16.71016,-0.000239642,355.1868442651849,59.63833283134494,0
GALAXY,19.16253,17.2394,16.24816,15.82092,15.46671,0.09259003,347.44273071697637,-24.291775174299573,0
GALAXY,19.30239,17.90054,17.11262,16.66364,16.33702,0.1213931,1.7783931363874617,-71.96195717090558,0
GALAXY,18.36191,17.01026,16.28012,15.86637,15.55808,0.0,342.652242752366,31.268096589752787,0
GALAXY,19.0045,18.01168,17.53749,17.18568,17.02963,0.09100856,230.08317761358012,-88.60326329926359,0
STAR,19.19761,18.24229,17.93452,17.83335,17.78194,-0.000240267,312.450586027208,-4.4472642182085025,0
GALAXY,19.29148,17.93668,17.16398,16.72054,16.40235,0.1028107,163.70634802818927,-55.29565752003734,0
GALAXY,18.76488,16.75557,15.72566,15.272,14.89623,0.1041638,185.61457028853008,22.927590798365188,0
STAR,18.57402,17.02862,17.23617,16.02324,15.75955,7.07e-05,175.98476889249127,86.29557716481338,0
STAR,18.37057,17.37423,17.0055,16.85887,16.80087,-0.000169658,240.07113271659756,-6.40747686228373,0
GALAXY,16.40321,15.30992,14.76459,14.44112,14.18412,0.03448851,50.27445171227264,57.14968617462,0
STAR,17.50174,16.63681,16.38136,16.26399,16.24027,0.000687958,10.790492354164062,1.4011536512017813,0
GALAXY,18.99793,17.98879,17.67329,17.42834,17.35325,0.06573609,110.85477897282873,-0.74879440127566,0
GALAXY,18.41656,16.56373,15.71462,15.29309,14.9937,0.0450113,253.6850745851928,77.47622877218001,0
GALAXY,18.82732,17.75511,17.38534,17.10863,16.95858,0.04573169,72.66724276426142,70.19385637440266,0
GALAXY,18.24725,17.01657,16.38094,15.97644,15.68783,0.09174398,242.43567599697025,51.444083733835384,0
GALAXY,16.31679,14.43822,13.60812,13.18927,12.87464,0.03264382,349.1683365986174,-36.67396440297886,0
GALAXY,19.39182,17.86246,17.0881,16.66994,16.33479,0.1046337,33.80425768419062,8.101514830309299,0
STAR,18.98477,17.67358,17.1524,16.93675,16.83978,0.000132143,242.13676256104543,-49.6984980049767,0
STAR,17.74981,16.3706,15.79374,15.55993,15.43938,0.000726375,159.75007894964563,-10.094994351622844,0
GALAXY,18.02533,16.21547,15.3897,14.99442,14.66485,0.03367543,312.5312115759019,-2.841648163237693,0
STAR,19.47393,18.52681,18.06553,17.89397,17.80569,0.000241763,63.773924201058925,59.695207230479554,0
STAR,16.67769,15.71488,15.42377,15.31572,15.28782,0.000739175,249.34534280141924,71.28510575849876,0
STAR,18.98954,17.9579,17.60297,17.46679,17.42479,0.000432986,301.7215042733197,-15.368388768633992,0
STAR,17.92968,16.7246,16.17758,15.95619,15.85291,0.000258686,340.0611190106484,-86.8131998868173,0
GALAXY,17.80942,16.91912,16.53034,16.2816,16.08997,0.03270039,245.9692901842725,65.11929116208384,0
GALAXY,16.89136,15.26652,14.54051,14.14228,14.03142,0.03367684,178.98291504303384,-58.62983786975508,0
GALAXY,18.51634,17.22942,16.62367,16.30447,16.00748,0.0324094,222.425006472437,21.938753500270835,0
GALAXY,18.86359,17.63915,17.2496,16.99328,16.77546,0.04574162,312.80579441233857,-85.50523792185639,0
GALAXY,18.57545,17.69762,17.42867,17.19116,17.09629,0.04373935,205.4195087899787,-18.08883445309843,0
GALAXY,18.69638,17.5135,17.03326,16.73913,16.56244,0.04374476,10.93934149086127,87.47285438076295,0
STAR,18.36133,16.78701,16.233,16.03458,15.96702,7.71e-05,335.14153038251203,-71.87515180131544,0
STAR,18.52627,17.55884,17.26837,17.15855,17.14781,0.000717076,248.229630371362,-13.735232640064382,0
QSO,18.23089,18.00649,17.94285,17.84927,17.67285,2.167938,243.54481887980876,-34.71300896580861,0
GALAXY,18.22859,16.2122,15.3414,14.91876,14.58739,0.04526117,77.64305486317818,72.91586220988756,0
STAR,17.26762,16.29805,15.98677,15.8453,15.79901,0.000580009,237.1987692837566,66.48121942332392,0
STAR,17.9831,16.54539,15.99986,15.83649,15.77477,0.000140346,141.79118603549705,-47.21422314487881,0
STAR,18.00937,16.82348,16.32371,16.12589,16.0139,0.000984717,234.44387173493715,-75.38619833092238,0
STAR,19.14637,17.78057,17.22375,17.00658,16.88385,-5.92e-05,38.37349091087666,22.884910931001144,0
GALAXY,19.33632,17.8272,17.1501,16.77264,16.48867,0.04390857,236.82430965709295,-29.45363186093224,0
GALAXY,17.85039,16.6628,16.14396,15.81526,15.60259,0.04454955,359.78894127743996,30.975190309091342,0
STAR,18.73226,17.57862,17.17062,17.02535,16.97343,-0.000121439,17.35633398980017,-84.2184439077934,0
STAR,19.00329,17.36013,16.67788,16.41988,16.27547,-8.14e-05,351.7827063196742,-65.9881376680519,0
STAR,17.55287,16.21224,15.66699,15.45332,15.32904,0.000146674,146.48686586023342,33.54700189907581,0
STAR,17.61469,16.27022,15.74732,15.5555,15.45674,0.000437926,313.4712421214133,-51.7732820455504,0
QSO,19.35823,18.87784,18.73177,18.62051,18.30847,2.239872,281.6587742609784,64.36578163723229,0
STAR,18.42869,16.93047,16.39943,16.21922,16.1305,0.000388954,204.1258539552004,-79.45364021217563,0
GALAXY,19.35593,18.02826,17.45019,17.09075,16.89256,0.09258463,265.84171533047754,-51.21324309859657,0
GALAXY,19.19406,17.34206,16.40317,15.97786,15.63373,0.0882312,316.26560206848524,89.74084472731235,0
GALAXY,19.27164,17.72126,16.88318,16.38929,16.03131,0.06718142,145.49051579437187,-12.04630153437732,0
STAR,19.48281,18.03696,17.50586,17.3302,17.21866,-9.62e-06,117.73193816276591,36.533819438035835,0
STAR,18.22338,16.75243,16.20446,16.00608,15.90053,0.000129666,240.3336188028905,-57.12065120573754,0
STAR,17.47177,15.88283,15.29356,15.11496,15.02192,5.32e-05,290.8245390988531,19.77637229739679,0
STAR,18.89107,17.50554,16.95001,16.74096,16.63092,0.00011882,274.4226485195817,40.69909230649532,0
STAR,18.70667,17.35542,16.81054,16.61528,16.53913,8.78e-05,287.21291358910844,-33.394205544028104,0
GALAXY,18.07747,16.51774,15.78822,15.41271,15.10864,0.02169315,156.8099933326559,59.201480155658,0
GALAXY,19.1226,17.63948,16.92612,16.52086,16.19322,0.09318665,294.4203178230078,18.615164125010992,0
GALAXY,17.74793,15.88608,15.05266,14.65751,14.32657,0.04458822,43.27525993341904,-19.95785826929456,0
GALAXY,18.98039,17.15379,16.21865,15.81387,15.49467,0.1311851,196.01607526590584,10.375630801768535,0
GALAXY,16.11465,14.66308,13.9526,13.55285,13.25853,0.01378677,2.0731177793237654,13.816952538466367,0
STAR,19.59462,17.98973,17.38827,17.17789,17.05689,0.00013905,116.85089876409732,-60.20364731510412,0
STAR,16.48443,15.40966,15.11532,15.02317,15.00822,0.000348747,131.92615255370325,-17.50817342394609,0
